date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:43:32	226633/226633	---M--	200	added ('OK')	image/jpeg	etag:%22b02a2c5d4e46836592834f73ed807446%22	https://caff1a51e2.cbaul-cdnwnd.com/85d443aa04c57af9e4bdb349ef20e83f/200000142-80b8480b86/6%e8%90%ac-7.jpg?ph=caff1a51e2	C:/My%20Websites/webnode/85d443aa04c57af9e4bdb349ef20e83f/200000142-80b8480b86/6%e8%90%ac-7e07a.jpg	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:43:32	68422/68422	U-----	200	untouched ('OK')	text/css	etag:W/%223fef7f31399dfadbf6ddc2b870c1a839%22	https://d1di2lzuh97fh2.cloudfront.net/files/13/13w/13wxdf.css?ph=caff1a51e2	C:/My%20Websites/webnode/files/13/13w/13wxdfe07a.css	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:43:32	234548/234548	---M--	200	added ('OK')	image/jpeg	etag:%222bd996658f115e5b12ab4c01d76ff14b%22	https://caff1a51e2.cbaul-cdnwnd.com/85d443aa04c57af9e4bdb349ef20e83f/200000143-7e6fc7e6fe/20%e8%90%ac-7.jpg?ph=caff1a51e2	C:/My%20Websites/webnode/85d443aa04c57af9e4bdb349ef20e83f/200000143-7e6fc7e6fe/20%e8%90%ac-7e07a.jpg	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:43:32	227453/227453	---M--	200	added ('OK')	image/jpeg	etag:%22dbb0d5252e7f1c31083cbddf76d1f9c3%22	https://caff1a51e2.cbaul-cdnwnd.com/85d443aa04c57af9e4bdb349ef20e83f/200000145-a1443a1445/20%e8%90%ac-10.jpg?ph=caff1a51e2	C:/My%20Websites/webnode/85d443aa04c57af9e4bdb349ef20e83f/200000145-a1443a1445/20%e8%90%ac-10e07a.jpg	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:43:32	574609/574609	---MCZ	200	added ('OK')	application/javascript	etag:W/%2206063829dd998ae64e1f3cc59fd67eb1%22	https://d1di2lzuh97fh2.cloudfront.net/files/03/03r/03re6a.js?ph=caff1a51e2	C:/My%20Websites/webnode/files/03/03r/03re6ae07a.js	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:43:33	1293/1293	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a686c2c782b365a5e79bd1a7e22e7a24-1%22	https://d1di2lzuh97fh2.cloudfront.net/client.fe/js.compiled/lang.zh-tw.1267.js?ph=caff1a51e2	C:/My%20Websites/webnode/client.fe/js.compiled/lang.zh-tw.1267e07a.js	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:43:35	281/281	---MC-	404	error ('Not%20Found')	application/xml	date:Sat,%2011%20Nov%202023%2010:43:33%20GMT	https://d1di2lzuh97fh2.cloudfront.net/robots.txt		(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:43:36	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Nov%202023%2010:43:36%20GMT	https://fonts.gstatic.com/robots.txt		(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:43:41	73151/73151	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20Nov%202023%2010:43:37%20GMT	https://shunyiguojilicaiyouxiangongsi4.webnode.tw/home/	C:/My%20Websites/webnode/home/index.html	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:43:42	61205/-1	---M--	200	added ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:43:41%20GMT	https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e6%8e%a8%e8%96%a6/	C:/My%20Websites/webnode/%e6%8e%a8%e8%96%a6/index.html	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:43:44	60936/-1	---M--	200	added ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:43:43%20GMT	https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e6%88%91%e5%80%91%e7%9a%84%e6%9c%8d%e5%8b%99/	C:/My%20Websites/webnode/%e6%88%91%e5%80%91%e7%9a%84%e6%9c%8d%e5%8b%99/index.html	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:43:46	60366/-1	---M--	200	added ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:43:45%20GMT	https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e8%81%af%e7%b5%a1%e8%b3%87%e8%a8%8a/	C:/My%20Websites/webnode/%e8%81%af%e7%b5%a1%e8%b3%87%e8%a8%8a/index.html	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:43:49	60679/-1	---M--	200	added ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:43:48%20GMT	https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e9%a6%ac%e4%b8%8a%e8%a9%95%e4%bc%b0/	C:/My%20Websites/webnode/%e9%a6%ac%e4%b8%8a%e8%a9%95%e4%bc%b0/index.html	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:43:51	60407/-1	---M--	200	added ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:43:50%20GMT	https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e6%89%8b%e6%a9%9f%e8%b2%b8%e6%ac%be/	C:/My%20Websites/webnode/%e6%89%8b%e6%a9%9f%e8%b2%b8%e6%ac%be/index.html	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:43:53	48859/-1	---M--	200	added ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:43:52%20GMT	https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e9%97%9c%e6%96%bc%e6%88%91%e5%80%91/	C:/My%20Websites/webnode/%e9%97%9c%e6%96%bc%e6%88%91%e5%80%91/index.html	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:44:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20Nov%202023%2010:43:55%20GMT	https://www.webnode.tw/?utm_source=text&utm_medium=footer&utm_campaign=free4&utm_content=wnd2	C:/My%20Websites/webnode/index5345.html	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:44:20	1543/1543	U-----	200	untouched ('OK')	text/css	etag:W/%223d19bd4b253a34b653b3142ed40f30b4%22	https://d1di2lzuh97fh2.cloudfront.net/files/12/125/1257mc.css?ph=caff1a51e2	C:/My%20Websites/webnode/files/12/125/1257mce07a.css	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:44:20	14835/14835	U-----	200	untouched ('OK')	text/css	etag:W/%22b195653cd8a060dca5f6e5ffd9110321%22	https://d1di2lzuh97fh2.cloudfront.net/files/32/32v/32v4gj.css?ph=caff1a51e2	C:/My%20Websites/webnode/files/32/32v/32v4gje07a.css	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:44:20	94333/94333	U-----	200	untouched ('OK')	text/css	etag:W/%221615d5e0c3b94ef87c42cd22f9286181%22	https://d1di2lzuh97fh2.cloudfront.net/files/0d/0ds/0dscwu.css?ph=caff1a51e2	C:/My%20Websites/webnode/files/0d/0ds/0dscwue07a.css	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:44:20	186754/186754	U-----	200	untouched ('')	application/javascript	etag:W/%22eff2db360fc7d5ba6cd107eae8e496bf-1%22	https://d1di2lzuh97fh2.cloudfront.net/client.fe/js.compiled/compiled.multi.2-1614.js?ph=caff1a51e2	C:/My%20Websites/webnode/client.fe/js.compiled/compiled.multi.2-1614e07a.js	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:44:20	31746/31746	---M--	200	added ('OK')	image/png	etag:%22d634601234cf6398df3a16238b257112%22	https://d1di2lzuh97fh2.cloudfront.net/files/3p/3pq/3pq60x.png	C:/My%20Websites/webnode/files/3p/3pq/3pq60x.png	(from https://d1di2lzuh97fh2.cloudfront.net/files/3b/3b3/3b3gq1.css?ph=caff1a51e2)
18:44:22	96640/96640	---M--	200	added ('OK')	image/jpeg	etag:%22c2484f56731baedf567e84df64d70de9%22	https://caff1a51e2.cbaul-cdnwnd.com/85d443aa04c57af9e4bdb349ef20e83f/200000270-9b1669b169/5-6.jpg?ph=caff1a51e2	C:/My%20Websites/webnode/85d443aa04c57af9e4bdb349ef20e83f/200000270-9b1669b169/5-6e07a.jpg	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e6%8e%a8%e8%96%a6/)
18:44:23	73422/73422	---M--	200	added ('OK')	image/jpeg	etag:%2200dbd9e4286ce416f930972c06b2d84c%22	https://caff1a51e2.cbaul-cdnwnd.com/85d443aa04c57af9e4bdb349ef20e83f/200000252-238b4238b8/1.jpg?ph=caff1a51e2	C:/My%20Websites/webnode/85d443aa04c57af9e4bdb349ef20e83f/200000252-238b4238b8/1e07a.jpg	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e6%8e%a8%e8%96%a6/)
18:44:24	74113/74113	---M--	200	added ('OK')	image/jpeg	etag:%22b76968e9c1581ded4e4b747f9fb386de%22	https://caff1a51e2.cbaul-cdnwnd.com/85d443aa04c57af9e4bdb349ef20e83f/200000260-5343b5343e/5.jpg?ph=caff1a51e2	C:/My%20Websites/webnode/85d443aa04c57af9e4bdb349ef20e83f/200000260-5343b5343e/5e07a.jpg	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e6%8e%a8%e8%96%a6/)
18:44:25	81662/81662	---M--	200	added ('OK')	image/jpeg	etag:%2288316627f2481caeb4993e836526ccfe%22	https://caff1a51e2.cbaul-cdnwnd.com/85d443aa04c57af9e4bdb349ef20e83f/200000256-eae55eae58/4-5.jpg?ph=caff1a51e2	C:/My%20Websites/webnode/85d443aa04c57af9e4bdb349ef20e83f/200000256-eae55eae58/4-5e07a.jpg	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e6%8e%a8%e8%96%a6/)
18:44:26	76963/76963	---M--	200	added ('OK')	image/jpeg	etag:%227b983f45b154a6cf8d2a91a4a3793c4c%22	https://caff1a51e2.cbaul-cdnwnd.com/85d443aa04c57af9e4bdb349ef20e83f/200000258-1bf971bf99/3.jpg?ph=caff1a51e2	C:/My%20Websites/webnode/85d443aa04c57af9e4bdb349ef20e83f/200000258-1bf971bf99/3e07a.jpg	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e6%8e%a8%e8%96%a6/)
18:44:27	234787/234787	---M--	200	added ('OK')	image/jpeg	etag:%22fa1fb281045fb39046236f964b53e2cd%22	https://d1di2lzuh97fh2.cloudfront.net/files/4c/4c5/4c5fs8.jpg?ph=caff1a51e2	C:/My%20Websites/webnode/files/4c/4c5/4c5fs8e07a.jpg	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e6%88%91%e5%80%91%e7%9a%84%e6%9c%8d%e5%8b%99/)
18:44:28	78210/78210	---M--	200	added ('OK')	image/jpeg	etag:%220ba2e0bee6d5fc08b8e3ce142fb4e6cc%22	https://caff1a51e2.cbaul-cdnwnd.com/85d443aa04c57af9e4bdb349ef20e83f/200000254-e6256e6259/2-5.jpg?ph=caff1a51e2	C:/My%20Websites/webnode/85d443aa04c57af9e4bdb349ef20e83f/200000254-e6256e6259/2-5e07a.jpg	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e6%88%91%e5%80%91%e7%9a%84%e6%9c%8d%e5%8b%99/)
18:44:29	188538/188538	---M--	200	added ('OK')	image/jpeg	etag:%225b1e38fff2f3dbe993f47b1db976d19d%22	https://d1di2lzuh97fh2.cloudfront.net/files/1k/1kv/1kvudr.jpg?ph=caff1a51e2	C:/My%20Websites/webnode/files/1k/1kv/1kvudre07a.jpg	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e8%81%af%e7%b5%a1%e8%b3%87%e8%a8%8a/)
18:44:31	170053/170053	---M--	200	added ('OK')	image/jpeg	etag:%22b81b4f0525e1d2c079f6edb9bfb723f3%22	https://caff1a51e2.cbaul-cdnwnd.com/85d443aa04c57af9e4bdb349ef20e83f/200000268-5cc7a5cc7e/2-9.jpg?ph=caff1a51e2	C:/My%20Websites/webnode/85d443aa04c57af9e4bdb349ef20e83f/200000268-5cc7a5cc7e/2-9e07a.jpg	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e9%a6%ac%e4%b8%8a%e8%a9%95%e4%bc%b0/)
18:44:31	12047/12047	---M--	200	added ('OK')	image/png	etag:%225dacd004927da04b74e271b176c3dee0%22	https://d1di2lzuh97fh2.cloudfront.net/files/1m/1mh/1mhb7k.png?ph=caff1a51e2	C:/My%20Websites/webnode/files/1m/1mh/1mhb7ke07a.png	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e6%89%8b%e6%a9%9f%e8%b2%b8%e6%ac%be/)
18:44:33	341864/341864	---M--	200	added ('OK')	image/jpeg	etag:%22149338e4c38f6956cef5cb7cbf59a259%22	https://d1di2lzuh97fh2.cloudfront.net/files/0c/0cu/0cuf0u.jpg?ph=caff1a51e2	C:/My%20Websites/webnode/files/0c/0cu/0cuf0ue07a.jpg	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e9%97%9c%e6%96%bc%e6%88%91%e5%80%91/)
18:44:33	10948/10948	---M--	200	added ('OK')	image/png	etag:%2231d6211532ff47159eeb3a0d559e1194%22	https://caff1a51e2.cbaul-cdnwnd.com/85d443aa04c57af9e4bdb349ef20e83f/200000184-bb0cdbb0d0/iconmonstr-map-5-240.png?ph=caff1a51e2	C:/My%20Websites/webnode/85d443aa04c57af9e4bdb349ef20e83f/200000184-bb0cdbb0d0/iconmonstr-map-5-240e07a.png	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e9%97%9c%e6%96%bc%e6%88%91%e5%80%91/)
18:44:34	5416/5416	---M--	200	added ('OK')	image/png	etag:%22676d764fbca1e27f02816a20c79e2d45%22	https://caff1a51e2.cbaul-cdnwnd.com/85d443aa04c57af9e4bdb349ef20e83f/200000182-266fd266ff/iconmonstr-phone-1-240.png?ph=caff1a51e2	C:/My%20Websites/webnode/85d443aa04c57af9e4bdb349ef20e83f/200000182-266fd266ff/iconmonstr-phone-1-240e07a.png	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e9%97%9c%e6%96%bc%e6%88%91%e5%80%91/)
18:44:35	7408/7408	---M--	200	added ('OK')	image/png	etag:%22fa689d918003c06944a4212b1289f043%22	https://caff1a51e2.cbaul-cdnwnd.com/85d443aa04c57af9e4bdb349ef20e83f/200000183-36db136db3/iconmonstr-line-1-240.png?ph=caff1a51e2	C:/My%20Websites/webnode/85d443aa04c57af9e4bdb349ef20e83f/200000183-36db136db3/iconmonstr-line-1-240e07a.png	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e9%97%9c%e6%96%bc%e6%88%91%e5%80%91/)
18:44:36	1853/1853	---M--	200	added ('OK')	image/png	etag:%22b35c61d34a6c267496a0568d962d8531%22	https://caff1a51e2.cbaul-cdnwnd.com/85d443aa04c57af9e4bdb349ef20e83f/200000185-113fb113fd/iconmonstr-facebook-1-240.png?ph=caff1a51e2	C:/My%20Websites/webnode/85d443aa04c57af9e4bdb349ef20e83f/200000185-113fb113fd/iconmonstr-facebook-1-240e07a.png	(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/%e9%97%9c%e6%96%bc%e6%88%91%e5%80%91/)
18:44:37	127/127	U--MCZ	200	updated ('OK')	text/plain	date:Sat,%2011%20Nov%202023%2010:44:37%20GMT	https://www.webnode.tw/robots.txt		(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
