date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:36:45	250/250	U--MCZ	200	updated ('OK')	text/plain	date:Sat,%2011%20Nov%202023%2010:36:44%20GMT	https://www.webnode.com/robots.txt		(from https://shunyiguojilicaiyouxiangongsi4.webnode.tw/)
18:36:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20Nov%202023%2010:36:44%20GMT	https://www.webnode.com/zh/?utm_source=text%26utm_medium=footer%26utm_campaign=free4%26utm_content=wnd2	C:/My%20Websites/webnode/zh/index2885.html	(from https://www.webnode.tw/?utm_source=text&utm_medium=footer&utm_campaign=free4&utm_content=wnd2)
18:36:45	47820/47820	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:36:45%20GMT	https://www.webnode.com/zh/	C:/My%20Websites/webnode/zh/index.html	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:46	230/230	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20Nov%202023%2010:36:46%20GMT	https://www.google-analytics.com/	C:/My%20Websites/webnode/index-5.html	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:46	251/251	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20Nov%202023%2010:36:46%20GMT	https://googleads.g.doubleclick.net/	C:/My%20Websites/webnode/index-6.html	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:46	862726/862726	U-----	200	untouched ('OK')	text/css	etag:W/%226e961991af819158d1cdeeebc199cdf2%22	https://d1rv23qj5kas56.cloudfront.net/css/obfs/webnode-2018.package.1-2-1148.css	C:/My%20Websites/webnode/css/obfs/webnode-2018.package.1-2-1148.css	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:46	413/413	---M--	200	added ('OK')	image/svg+xml	etag:%2288fe2edfb9e2634e0187b719b85383cc%22	https://d1rv23qj5kas56.cloudfront.net/img/favicon/favicon.svg	C:/My%20Websites/webnode/img/favicon/favicon.svg	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:47	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Nov%202023%2010:36:47%20GMT	https://www.googletagservices.com/	C:/My%20Websites/webnode/index-7.html	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:47	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2011%20Nov%202023%2010:36:47%20GMT	https://www.googletagmanager.com/	C:/My%20Websites/webnode/index-8.html	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:47	316/316	---M--	200	added ('OK')	image/svg+xml	etag:%220bec9a092ea54c5feceaf57b0e7d89a3%22	https://d1rv23qj5kas56.cloudfront.net/img/favicon/favicon-16.svg	C:/My%20Websites/webnode/img/favicon/favicon-16.svg	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:48	22638/22638	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%22583de0f61394833894ec25eead91b70c%22	https://d1rv23qj5kas56.cloudfront.net/img/favicon/favicon.ico	C:/My%20Websites/webnode/img/favicon/favicon.ico	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:51	635/635	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:36:48%20GMT	https://www.googletagmanager.com/ns.html?id=GTM-KN6424	C:/My%20Websites/webnode/ns8500.html	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:52	48661/48661	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:36:49%20GMT	https://www.webnode.com/	C:/My%20Websites/webnode/index-10.html	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:53	72238/72238	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:36:49%20GMT	https://www.webnode.com/zh/realy-smart-features/	C:/My%20Websites/webnode/zh/realy-smart-features/index.html	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:54	243984/243984	---MC-	200	added ('OK')	application/xml	date:Sat,%2011%20Nov%202023%2010:36:48%20GMT	https://d1rv23qj5kas56.cloudfront.net/	C:/My%20Websites/webnode/index-9.html	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:55	116229/116229	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:36:52%20GMT	https://www.webnode.com/zh/pricing-w2/	C:/My%20Websites/webnode/zh/pricing-w2/index.html	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:55	159484/159484	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:36:53%20GMT	https://www.webnode.com/zh/templates/	C:/My%20Websites/webnode/zh/templates/index.html	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:55	7068/7068	U-----	200	untouched ('')	image/png	etag:%2250ad7e3dc65521c3b446b3fd3d3f6a86%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/lp/lp-hp-cbt-header-01-bck-en.png	C:/My%20Websites/webnode/img/portal-2015/lp/lp-hp-cbt-header-01-bck-en.png	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:55	7405/7405	U-----	200	untouched ('')	image/png	etag:%22bb62f89f16a6fc79f3749abe948eebb4%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/lp/lp-hp-cbt-feature-save-money.png	C:/My%20Websites/webnode/img/portal-2015/lp/lp-hp-cbt-feature-save-money.png	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:56	8379/8379	U-----	200	untouched ('')	image/png	etag:%22c6112a8cb0cdfd76f86c8fab24ba63d2%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/lp/lp-hp-cbt-support.png	C:/My%20Websites/webnode/img/portal-2015/lp/lp-hp-cbt-support.png	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:56	387/387	---M--	200	added ('OK')	image/svg+xml	etag:%2280bd269649fc1f75bd1beb78ded67e81%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/icons/sign-activate.svg	C:/My%20Websites/webnode/img/portal-2015/icons/sign-activate.svg	(from https://d1rv23qj5kas56.cloudfront.net/css/obfs/webnode-2018.package.1-2-1148.css)
18:36:56	8814/8814	U-----	200	untouched ('')	image/png	etag:%22434426acbdb5364cecb58ae87436e10d%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/lp/lp-hp-cbt-build-on-go.png	C:/My%20Websites/webnode/img/portal-2015/lp/lp-hp-cbt-build-on-go.png	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:56	2214/2214	U-----	200	untouched ('')	image/png	etag:%22853b62b176d45edc6eb84e16612975fa%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/lp/lp-hp-cbt-video-mockup.png	C:/My%20Websites/webnode/img/portal-2015/lp/lp-hp-cbt-video-mockup.png	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:56	34635/34635	U-----	200	untouched ('')	image/jpeg	etag:%2283fbf7835e26f5dcfbf83fd4daf6af27%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/lp/video-hp-3-1-zh-tw.jpg	C:/My%20Websites/webnode/img/portal-2015/lp/video-hp-3-1-zh-tw.jpg	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:57	1299/1299	U-----	200	untouched ('')	image/png	etag:%228060fff5db5f7ea995f04f611b424264%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/lp/lp-hp-cbt-video-mockup-bck.png	C:/My%20Websites/webnode/img/portal-2015/lp/lp-hp-cbt-video-mockup-bck.png	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:57	229968/229968	U-----	200	untouched ('')	image/png	etag:%227ad7b47bfc562d1a85ae621446cb7785%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/lp/lp-hp-templates-article-en.png	C:/My%20Websites/webnode/img/portal-2015/lp/lp-hp-templates-article-en.png	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:57	33412/33412	U-----	200	untouched ('')	image/png	etag:%2253cf8a7ad94ac6a70de8ef0cec209ba3%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/lp/lp-hp-cbt-article-eshop-zh-tw.png	C:/My%20Websites/webnode/img/portal-2015/lp/lp-hp-cbt-article-eshop-zh-tw.png	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:57	387/387	---M--	200	added ('OK')	image/svg+xml	etag:%229067438989e46b11199f74ddc8efae07%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/icons/sign-activate-hover.svg	C:/My%20Websites/webnode/img/portal-2015/icons/sign-activate-hover.svg	(from https://d1rv23qj5kas56.cloudfront.net/css/obfs/webnode-2018.package.1-2-1148.css)
18:36:57	24001/24001	U-----	200	untouched ('')	image/png	etag:%22d46a24b959db1f4211add226540a4426%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/lp/lp-hp-cbt-article-domain-en.png	C:/My%20Websites/webnode/img/portal-2015/lp/lp-hp-cbt-article-domain-en.png	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:58	28589/28589	U-----	200	untouched ('')	image/png	etag:%22370d678deb3988a03672b415be4d5f49%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/lp/lp-hp-cbt-article-email-en.png	C:/My%20Websites/webnode/img/portal-2015/lp/lp-hp-cbt-article-email-en.png	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:58	34330/34330	U-----	200	untouched ('')	image/png	etag:%2212bda5de914a6b89aeaf8c671ba4cf10%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/lp/lp-hp-cbt-article-support-zh-tw.png	C:/My%20Websites/webnode/img/portal-2015/lp/lp-hp-cbt-article-support-zh-tw.png	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:58	91652/91652	U-----	200	untouched ('')	image/png	etag:%2282e0a546b8fee0cada1c6f1a0ec6c312%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/lp/lp-hp-cbt-article-trust-website-en.png	C:/My%20Websites/webnode/img/portal-2015/lp/lp-hp-cbt-article-trust-website-en.png	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:58	8387/8387	U-----	200	untouched ('')	image/png	etag:%228b5f0061eea91ca37bbcea08bc551e94%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/lp/lp-hp-cbt-article-trust-photo-en.png	C:/My%20Websites/webnode/img/portal-2015/lp/lp-hp-cbt-article-trust-photo-en.png	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:58	128020/128020	U-----	200	untouched ('')	image/png	etag:%228a56d16870baa90f762c525c51db7d70%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/lp/lp-hp-cbt-article-easy-steps-en.png	C:/My%20Websites/webnode/img/portal-2015/lp/lp-hp-cbt-article-easy-steps-en.png	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:36:58	370/370	---M--	200	added ('OK')	image/svg+xml	etag:%224c29823556b6fedaf9cb5b078c58391a%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/icons/sign-deactivate.svg	C:/My%20Websites/webnode/img/portal-2015/icons/sign-deactivate.svg	(from https://d1rv23qj5kas56.cloudfront.net/css/obfs/webnode-2018.package.1-2-1148.css)
18:37:00	38241/38241	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:37:00%20GMT	https://www.webnode.com/zh/contact/	C:/My%20Websites/webnode/zh/contact/index.html	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:37:00	367/367	---M--	200	added ('OK')	image/svg+xml	etag:%2279433423735ad87214ef39c2eda5129d%22	https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/icons/sign-deactivate-hover.svg	C:/My%20Websites/webnode/img/portal-2015/icons/sign-deactivate-hover.svg	(from https://d1rv23qj5kas56.cloudfront.net/css/obfs/webnode-2018.package.1-2-1148.css)
18:37:00	46422/46422	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:37:00%20GMT	https://www.webnode.com/zh/webnode-reviews/	C:/My%20Websites/webnode/zh/webnode-reviews/index.html	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:37:01	37396/37396	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:37:00%20GMT	https://www.webnode.com/zh/affiliate/	C:/My%20Websites/webnode/zh/affiliate/index.html	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:37:01	41401/41401	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:37:00%20GMT	https://www.webnode.com/zh/personal-websites/	C:/My%20Websites/webnode/zh/personal-websites/index.html	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:37:01	44129/44129	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:37:01%20GMT	https://www.webnode.com/zh/e-commerce/	C:/My%20Websites/webnode/zh/e-commerce/index.html	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:37:02	41228/41228	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:37:01%20GMT	https://www.webnode.com/zh/business-websites/	C:/My%20Websites/webnode/zh/business-websites/index.html	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
18:37:02	65777/65777	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2011%20Nov%202023%2010:37:01%20GMT	https://www.webnode.com/zh/domains-pricing/	C:/My%20Websites/webnode/zh/domains-pricing/index.html	(from https://www.webnode.com/zh/?utm_source=text&utm_medium=footer&utm_content=wnd2_blue_bottom_button&utm_campaign=signature)
